id,source,target,type,weight,evidence,properties
"fault_record:9c3668f6dda0->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:9c3668f6dda0","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140201，故障：error PROFIBUS_tower_base_nodeSupply1Fuse_defec"",""source=华仪风机故障码/华仪风机故障码_36_140200.md:2"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140201，故障：error PROFIBUS_tower_base_nodeSupply1Fuse_defec""}"
"fault_record:9c3668f6dda0->EXPLAINED_BY_MECHANISM->mechanism:communication-network-loss","fault_record:9c3668f6dda0","mechanism:communication-network-loss","EXPLAINED_BY_MECHANISM","5","[""code=140201，故障：error PROFIBUS_tower_base_nodeSupply1Fuse_defec"",""source=华仪风机故障码/华仪风机故障码_36_140200.md:2"",""matched=Profibus, 丢失""]","{""evidence"":""code=140201，故障：error PROFIBUS_tower_base_nodeSupply1Fuse_defec""}"
"fault_record:bc951f1b7b8b->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:bc951f1b7b8b","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140211，故障：error PROFIBUS_tower_base_nodeSupply11Fuse_defe"",""source=华仪风机故障码/华仪风机故障码_36_140200.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140211，故障：error PROFIBUS_tower_base_nodeSupply11Fuse_defe""}"
"fault_record:bc951f1b7b8b->EXPLAINED_BY_MECHANISM->mechanism:communication-network-loss","fault_record:bc951f1b7b8b","mechanism:communication-network-loss","EXPLAINED_BY_MECHANISM","5","[""code=140211，故障：error PROFIBUS_tower_base_nodeSupply11Fuse_defe"",""source=华仪风机故障码/华仪风机故障码_36_140200.md:3"",""matched=Profibus, 丢失""]","{""evidence"":""code=140211，故障：error PROFIBUS_tower_base_nodeSupply11Fuse_defe""}"
"fault_record:711ea88e923d->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:711ea88e923d","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140220，故障：error PROTibus_nacelle_nodeSupply20 Fuse_defect"",""source=华仪风机故障码/华仪风机故障码_37_140220.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140220，故障：error PROTibus_nacelle_nodeSupply20 Fuse_defect""}"
"fault_record:49f312777a7e->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:49f312777a7e","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140222，故障：error PROTibus_nacelle_nodeSupply22 Fuse_defect"",""source=华仪风机故障码/华仪风机故障码_37_140220.md:2"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140222，故障：error PROTibus_nacelle_nodeSupply22 Fuse_defect""}"
"fault_record:d5382063ea24->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:d5382063ea24","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140311，故障：error_profi_node_11(diag"",""source=华仪风机故障码/华仪风机故障码_39_140311.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140311，故障：error_profi_node_11(diag""}"
"fault_record:9c6338534c54->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:9c6338534c54","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140320，故障：error_profi_node_20(diag"",""source=华仪风机故障码/华仪风机故障码_39_140311.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140320，故障：error_profi_node_20(diag""}"
"fault_record:184227dbc933->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:184227dbc933","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=20032，故障：error_yaw_lubrication_motor_protection"",""source=华仪风机故障码/华仪风机故障码_4_20030.md:3"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=20032，故障：error_yaw_lubrication_motor_protection""}"
"fault_record:f1d6abb4b08a->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:f1d6abb4b08a","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140322，故障：error_profi_node_22(diag"",""source=华仪风机故障码/华仪风机故障码_40_140322.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140322，故障：error_profi_node_22(diag""}"
"fault_record:5e8cc38a8500->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:5e8cc38a8500","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=140330，故障：error_profi_node_30(diag"",""source=华仪风机故障码/华仪风机故障码_40_140322.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=140330，故障：error_profi_node_30(diag""}"
"fault_record:ce5656de2263->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:ce5656de2263","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170010，故障：error_wind_speed SENSOR"",""source=华仪风机故障码/华仪风机故障码_41_170000.md:2"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170010，故障：error_wind_speed SENSOR""}"
"fault_record:16202c1c401c->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:16202c1c401c","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170020，故障：error_wind_direction"",""source=华仪风机故障码/华仪风机故障码_41_170000.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170020，故障：error_wind_direction""}"
"fault_record:9a02212e5aec->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:9a02212e5aec","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170041，故障：error_wind SENSOR_1"",""source=华仪风机故障码/华仪风机故障码_42_170030.md:2"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170041，故障：error_wind SENSOR_1""}"
"fault_record:02bdd0d18a2b->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:02bdd0d18a2b","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170042，故障：error Windsensor_2"",""source=华仪风机故障码/华仪风机故障码_42_170030.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170042，故障：error Windsensor_2""}"
"fault_record:b969acfa8d0b->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:b969acfa8d0b","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170051，故障：error Windsirection_1"",""source=华仪风机故障码/华仪风机故障码_43_170051.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170051，故障：error Windsirection_1""}"
"fault_record:50f8d04e1731->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:50f8d04e1731","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=170052，故障：error Windsirection_2"",""source=华仪风机故障码/华仪风机故障码_43_170051.md:2"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=170052，故障：error Windsirection_2""}"
"fault_record:f5f53d58c3ca->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:f5f53d58c3ca","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=180001，故障：error_tower_base Fuse_foredeback"",""source=华仪风机故障码/华仪风机故障码_44_180001.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=180001，故障：error_tower_base Fuse_foredeback""}"
"fault_record:6b0c6c222262->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:6b0c6c222262","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=270005，故障：error_nacelle_cooling_fan_protection.ok"",""source=华仪风机故障码/华仪风机故障码_48_260005.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=270005，故障：error_nacelle_cooling_fan_protection.ok""}"
"fault_record:7b0cec5e713c->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:7b0cec5e713c","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=50003，故障：error_hydraulic_oil_heat er_protection"",""source=华仪风机故障码/华仪风机故障码_6_40030.md:3"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=50003，故障：error_hydraulic_oil_heat er_protection""}"
"fault_record:adda24ea1ed9->EXPLAINED_BY_MECHANISM->mechanism:communication-network-loss","fault_record:adda24ea1ed9","mechanism:communication-network-loss","EXPLAINED_BY_MECHANISM","5","[""code=300230，故障：error_p pitch_error_Profibus"",""source=华仪风机故障码/华仪风机故障码_69_300230.md:1"",""matched=通讯, Profibus""]","{""evidence"":""code=300230，故障：error_p pitch_error_Profibus""}"
"fault_record:0f69f2e078fd->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:0f69f2e078fd","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","5","[""code=50002，故障：error_hydraulic_pump_mot or_protection"",""source=华仪风机故障码/华仪风机故障码_7_50002.md:1"",""matched=反馈信号丢失, 反馈信号""]","{""evidence"":""code=50002，故障：error_hydraulic_pump_mot or_protection""}"
"fault_record:9e5ff1c89ca5->EXPLAINED_BY_MECHANISM->mechanism:sensor-measurement-chain-drift-fault","fault_record:9e5ff1c89ca5","mechanism:sensor-measurement-chain-drift-fault","EXPLAINED_BY_MECHANISM","5","[""code=50040，故障：error_hydraulic_main_sys pressure_max"",""source=华仪风机故障码/华仪风机故障码_9_50040.md:1"",""matched=传感器, AI, 压力传感器""]","{""evidence"":""code=50040，故障：error_hydraulic_main_sys pressure_max""}"
"fault_record:f809fa91e6bf->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:f809fa91e6bf","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=60001，故障：error_yaw_position"",""source=华仪风机故障码/华仪风机故障码_9_50040.md:3"",""matched=偏航, 扭缆, yaw, Yaw""]","{""evidence"":""code=60001，故障：error_yaw_position""}"
"fault_record:315c61a5701f->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:315c61a5701f","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","5","[""code=30104，故障：errorConverter_error_inu_temperature"",""source=华仪风机故障码/华仪风机故障码_94_30103.md:2"",""matched=变频, igbt, IGBT""]","{""evidence"":""code=30104，故障：errorConverter_error_inu_temperature""}"
"fault_record:9d189fa68318->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:9d189fa68318","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","5","[""code=5982"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_108_5982.md:1"",""matched=变流, igbt, IGBT""]","{""evidence"":""code=5982""}"
"fault_record:fc064372a596->EXPLAINED_BY_MECHANISM->mechanism:sensor-measurement-chain-drift-fault","fault_record:fc064372a596","mechanism:sensor-measurement-chain-drift-fault","EXPLAINED_BY_MECHANISM","5","[""code=6470"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_126_6434.md:3"",""matched=传感器, AI, 温度传感器""]","{""evidence"":""code=6470""}"
"fault_record:b167f60191d6->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:b167f60191d6","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","5","[""code=5461"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_48_5457.md:3"",""matched=变桨, 桨距, 编码器, 驱动器""]","{""evidence"":""code=5461""}"
"fault_record:1e1f7ab6afe9->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:1e1f7ab6afe9","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5516"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_65_5516.md:1"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5516""}"
"fault_record:26d89ce0a6ce->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:26d89ce0a6ce","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5530"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_66_5522.md:3"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5530""}"
"fault_record:a47b04362107->EXPLAINED_BY_MECHANISM->mechanism:sensor-measurement-chain-drift-fault","fault_record:a47b04362107","mechanism:sensor-measurement-chain-drift-fault","EXPLAINED_BY_MECHANISM","5","[""code=5602"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_67_5601.md:2"",""matched=传感器, AI, 压力传感器""]","{""evidence"":""code=5602""}"
"fault_record:4c4be24f1a28->EXPLAINED_BY_MECHANISM->mechanism:safety-chain-emergency-stop","fault_record:4c4be24f1a28","mechanism:safety-chain-emergency-stop","EXPLAINED_BY_MECHANISM","5","[""code=5010"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_8_5008.md:3"",""matched=安全链, 急停, 安全继电器""]","{""evidence"":""code=5010""}"
"fault_record:1eab89cd1087->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:1eab89cd1087","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","5","[""code=5905"",""source=华能通榆团结D、E风电场项目WD2500机组故障处理手册/华能通榆团结D、E风电场项目WD2500机组故障处理手册_88_5905.md:1"",""matched=通讯, 通信, 状态字, 变流器""]","{""evidence"":""code=5905""}"
"fault_record:bc0ed8886f12->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:bc0ed8886f12","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","5","[""code=5982"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_100_5982.md:1"",""matched=变流, igbt, IGBT""]","{""evidence"":""code=5982""}"
"fault_record:1bda240851e7->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:1bda240851e7","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","5","[""code=5461"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_39_5460.md:2"",""matched=变桨, 桨距, 编码器, 驱动器""]","{""evidence"":""code=5461""}"
"fault_record:245ce131c10c->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:245ce131c10c","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5513"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_56_5511.md:3"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5513""}"
"fault_record:fbadf9efb634->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:fbadf9efb634","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5516"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_57_5514.md:3"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5516""}"
"fault_record:95103a54c4f3->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:95103a54c4f3","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5530"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_59_5523.md:2"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5530""}"
"fault_record:48494046cdce->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:48494046cdce","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","5","[""code=5531"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_59_5523.md:3"",""matched=偏航, 电机, yaw, Yaw""]","{""evidence"":""code=5531""}"
"fault_record:fdfbb2efd06c->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:fdfbb2efd06c","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","5","[""code=5905"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_80_5905.md:1"",""matched=通讯, 通信, 状态字, 变流器""]","{""evidence"":""code=5905""}"
"fault_record:6b4afb367f67->EXPLAINED_BY_MECHANISM->mechanism:safety-chain-emergency-stop","fault_record:6b4afb367f67","mechanism:safety-chain-emergency-stop","EXPLAINED_BY_MECHANISM","5","[""code=5010"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_9_5010.md:1"",""matched=安全链, 急停, 安全继电器""]","{""evidence"":""code=5010""}"
"fault_record:6509bd9152eb->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:6509bd9152eb","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","5","[""code=1"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_1_1.md:1"",""matched=通讯, CAN, 光纤, 变频器""]","{""evidence"":""code=1""}"
"fault_record:ece06c2756a8->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:ece06c2756a8","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","5","[""code=111"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_20_109.md:2"",""matched=通讯, CAN, 光纤, 变频器""]","{""evidence"":""code=111""}"
